# id         Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN           aper   phcov   phcov2   snr     Npt   order   minmax   OGLEID     Imean_ogle   Vmean_ogle   VmI
  lmc12012   699   0.270312   0.299    0.149   0.032   0.01    -0.007   3.084    -0.845   9.3817    5.4606   19.169    1.0179   0.0014562232    1      0.992   0.99     127.5   699   4       0.612    lmc12012   19.154       19.619       0.44999886    
  lmc12014   721   0.327375   0.298    0.153   0.02    0.011   0.017    3.064    0.001    9.3132    6.2338   18.932    0.8457   0.0011729542    1      0.992   0.99     148.4   721   4       0.555    lmc12014   18.922       19.297       0.36500168    
  lmc12023   729   0.333031   0.21     0.094   0.027   0.013   -0.025   3.072    1.811    9.4056    8.1693   18.803    0.7511   0.0010303155    1      0.853   0.894    113.1   729   3       0.448    lmc12023   18.794       19.254       0.4510002     
  lmc12029   106   0.347364   0.234    0.104   0.008   0.011   0.053    -3.06    1.117    9.3999    7.2411   19.002    0.1438   0.0013566038    1      0.917   0.93     42.3    106   4       0.422    lmc12029   18.995       ""           ""            
  lmc12033   697   0.324926   0.162    0.073   0.006   0.005   0.026    -2.387   -1.236   10.1262   4.9676   18.794    0.552    7.919655E-4     1      0.991   0.992    101.4   697   3       0.329    lmc12033   18.788       19.18        0.38599968    
  lmc12037   399   0.359885   0.269    0.128   0.014   0.007   -0.008   -2.976   1.395    9.6061    7.7019   18.818    0.317    7.944862E-4     1      0.988   0.983    128.1   399   3       0.438    lmc12037   18.808       19.299       0.480999      
  lmc12049   637   0.280438   0.335    0.16    0.042   0.008   0.003    3.073    -0.545   9.3501    5.7294   18.978    0.71     0.0011145996    1      0.989   0.991    162.5   637   5       0.574    lmc12049   18.964       19.335       0.35699844    
  lmc12054   728   0.296659   0.282    0.141   0.028   0.012   0.011    -3.117   -0.105   9.4273    6.1442   19.072    0.8621   0.0011842033    1      0.991   0.99     138.4   728   5       0.543    lmc12054   19.064       19.574       0.5019989     
  lmc12057   720   0.281163   0.158    0.067   0.008   0.005   -0.036   -2.68    1.627    9.9574    8.0168   18.812    0.8513   0.0011823612    1      0.991   0.991    79.4    720   3       0.421    lmc12057   18.806       19.133       0.32099915    
  lmc12058   704   0.350267   0.307    0.159   0.023   0.014   0.009    -3.088   0.316    9.4603    6.5729   18.835    0.6627   9.413352E-4     1      0.99    0.989    173.5   704   4       0.502    lmc12058   18.823       19.035       0.20000076    
  lmc12060   642   0.35529    0.309    0.145   0.039   0.014   0.006    -2.885   -0.518   9.6698    5.7483   19.185    1.0284   0.0016018691    1      0.989   0.989    116.8   642   4       0.631    lmc12060   19.172       19.795       0.6100006     
  lmc12063   727   0.332605   0.24     0.121   0.01    0.01    -0.004   -3.123   0.979    9.4513    7.2739   18.805    0.679    9.339753E-4     1      0.988   0.989    139.2   727   3       0.449    lmc12063   18.798       19.277       0.47200012    
  lmc12071   728   0.308645   0.159    0.078   0.006   0.006   0.03     2.356    0.123    8.5796    6.3169   18.917    1.5221   0.0020907966    1      0.989   0.991    55.7    728   3       0.469    lmc12071   18.904       19.235       0.3180008     
  lmc12074   703   0.33727    0.269    0.134   0.012   0.013   -0.038   -2.963   0.623    9.6797    7.0207   19.092    0.9888   0.0014065434    1      0.989   0.986    117.6   703   3       0.545    lmc12074   19.078       19.65        0.55800056    
  lmc12078   703   0.310047   0.199    0.099   0.009   0.003   0.012    2.767    -1.088   9.0264    5.1592   18.936    0.9844   0.0014002845    1      0.991   0.989    89.3    703   3       0.465    lmc12078   18.927       19.374       0.43799973    
  lmc12080   710   0.284427   0.197    0.097   0.012   0.003   0.02     1.9      -1.679   8.1432    4.5443   18.975    1.4604   0.0020569013    1      0.99    0.99     68.3    710   3       0.562    lmc12080   18.962       19.36        0.38500023    
  lmc12084   649   0.35391    0.181    0.09    0.007   0.009   -0.026   2.286    -0.258   8.6204    6.1015   18.746    1.5985   0.0024630202    1      0.992   0.991    50.8    649   3       0.485    lmc12084   18.733       19.2         0.45400047    
  lmc12085   723   0.324669   0.286    0.146   0.029   0.017   0.002    -3.081   -0.377   9.4802    5.8984   18.618    0.5853   8.095436E-4     1      0.991   0.991    179.8   723   4       0.497    lmc12085   18.608       18.972       0.3540001     
  lmc12086   664   0.276507   0.288    0.145   0.028   0.007   0.008    3.116    -0.693   9.3831    5.5668   19.002    0.797    0.0012003012    1      0.989   0.99     137.3   664   4       0.572    lmc12086   18.996       19.403       0.40099907    
  lmc12098   705   0.33803    0.224    0.105   0.009   0.002   -0.067   3.026    1.076    9.4419    7.5592   18.782    1.1954   0.0016956028    1      0.992   0.99     84.8    705   3       0.478    lmc12098   18.769       19.21        0.4279995     
  lmc12100   731   0.286264   0.327    0.148   0.042   0.011   0.001    2.888    -0.805   9.1683    5.4742   18.832    0.7837   0.001072093     1      0.991   0.99     173.9   731   5       0.549    lmc12100   18.823       19.212       0.37999916    
  lmc12104   708   0.348221   0.251    0.126   0.015   0.008   0.002    -2.48    0.587    10.0815   6.8638   18.807    0.6992   9.875706E-4     1      0.99    0.991    138.6   708   3       0.484    lmc12104   18.797       19.285       0.47800064    
  lmc12107   730   0.284451   0.197    0.096   0.006   0.003   0.014    -2.32    1.509    10.218    7.7495   18.876    0.7557   0.0010352054    1      0.988   0.989    106.5   730   3       0.47     lmc12107   18.868       19.348       0.47200012    
  lmc12113   704   0.271788   0.262    0.114   0.031   0.003   0.024    2.984    -0.06    9.2189    6.1501   18.97     0.7285   0.0010348011    1      0.989   0.989    139.4   704   3       0.513    lmc12113   18.962       19.328       0.3579998     
  lmc12115   409   0.261849   0.294    0.151   0.014   0.013   0.001    -2.711   0.07     9.8536    6.3503   19.288    0.7036   0.0017202934    1      0.976   0.977    84.7    409   5       0.596    lmc12115   19.273       19.641       0.35300064    
  lmc12118   707   0.349722   0.259    0.133   0.015   0.005   0.004    -3.045   1.442    9.5136    7.7131   18.878    0.6722   9.5077796E-4    1      0.99    0.988    146.7   707   4       0.485    lmc12118   18.871       19.317       0.43899918    
  lmc12123   723   0.29568    0.301    0.155   0.028   0.016   -0.008   -3.039   -0.343   9.5435    5.9641   18.981    0.9835   0.0013603043    1      0.99    0.987    134.3   723   5       0.665    lmc12123   18.972       19.335       0.35399818    
  lmc12126   707   0.321706   0.226    0.112   0.014   0.006   0.007    3.131    -1.275   9.4005    4.9869   18.959    1.8408   0.0026036776    1      0.989   0.989    63.0    707   3       0.732    lmc12126   18.947       19.612       0.6529999     
  lmc12127   708   0.258395   0.032    0.013   0.003   0.002   0.08     2.059    -1.612   8.1829    4.4321   17.288    0.0804   1.1355932E-4    1      0.99    0.991    57.3    708   4       0.103    lmc12127   17.287       18.245       0.95700073    
  lmc12129   726   0.338984   0.273    0.132   0.015   0.006   0.001    -3.034   0.926    9.5309    7.2068   19.04     1.0633   0.0014646006    1      0.991   0.988    116.9   726   3       0.591    lmc12129   19.029       19.512       0.4719982     
  lmc12132   658   0.360668   0.237    0.118   0.016   0.012   0.005    -2.851   0.125    9.7061    6.394    18.657    0.4688   7.12462E-4      1      0.99    0.991    151.9   658   3       0.441    lmc12132   18.65        19.106       0.4490013     
  lmc12137   696   0.359189   0.277    0.133   0.017   0.011   -0.007   -2.971   0.618    9.6096    6.9228   18.768    0.6222   8.9396554E-4    1      0.99    0.989    160.3   696   3       0.504    lmc12137   18.76        19.276       0.5079994     
  lmc12140   731   0.271771   0.204    0.097   0.008   0.006   -0.032   -2.911   1.927    9.7191    8.305    19.44     1.87     0.0025581396    1      0.991   0.989    60.6    731   3       0.676    lmc12140   19.428       19.965       0.5249996     
  lmc12164   695   0.339866   0.258    0.118   0.015   0.013   0.036    -3.061   2.054    9.4341    8.2303   18.847    1.2393   0.0017831655    1      0.988   0.986    92.4    695   4       0.645    lmc12164   18.834       19.259       0.41200066    
  lmc12177   399   0.34922    0.271    0.131   0.02    0.013   0.015    -2.917   0.205    9.6198    6.4439   18.661    0.2796   7.0075184E-4    1      0.985   0.982    138.8   399   3       0.441    lmc12177   18.654       19.124       0.46300125    
  lmc12194   658   0.343962   0.286    0.134   0.023   0.007   -0.014   3.139    0.101    9.4506    6.4265   18.764    0.4916   7.471125E-4     1      0.991   0.988    177.5   658   3       0.488    lmc12194   18.753       19.169       0.4050007     
  lmc12196   697   0.308255   0.297    0.141   0.028   0.014   -0.004   3.101    0.478    9.3908    6.7717   19.221    0.9277   0.0013309899    1      0.991   0.991    134.6   697   5       0.522    lmc12196   19.212       19.712       0.49099922    
  lmc12199   712   0.263535   0.162    0.081   0.011   0.01    0.041    -2.991   0.943    9.4925    7.1021   19.095    0.8058   0.0011317416    1      0.992   0.991    82.1    712   3       0.401    lmc12199   19.087       19.443       0.34800148    
  lmc12201   726   0.350935   0.259    0.129   0.015   0.007   -0.017   -3.109   0.291    9.4908    6.625    18.812    0.7409   0.0010205234    1      0.99    0.989    142.7   726   3       0.498    lmc12201   18.809       19.279       0.46699905    
  lmc12202   702   0.343254   0.331    0.161   0.033   0.012   -0.009   -3.038   -0.113   9.5462    6.1966   18.956    0.7055   0.0010049858    1      0.987   0.99     178.9   702   4       0.584    lmc12202   18.943       19.368       0.41200066    
  lmc12214   54    0.348114   0.332    0.145   0.041   0.012   0.009    3.055    1.553    9.3206    7.8102   18.894    0.0446   8.259259E-4     1      0.929   0.901    61.8    54    4       0.388    lmc12214   18.885       ""           ""            
  lmc12219   729   0.300414   0.32     0.159   0.032   0.012   -0.036   -3.093   0.286    9.5452    6.6769   19.453    1.4667   0.002011934     1      0.991   0.987    109.7   729   4       0.73     lmc12219   19.442       20.079       0.62600136    
  lmc12228   726   0.374561   0.276    0.14    0.018   0.014   -0.05    -2.13    1.033    10.5372   7.4669   19.282    1.4297   0.0019692837    1      0.992   0.988    97.4    726   3       0.687    lmc12228   19.268       19.997       0.71500015    
  lmc12233   595   0.32989    0.299    0.152   0.015   0.021   0.017    -2.384   0.556    10.1476   6.7875   19.142    1.2781   0.0021480673    1      0.989   0.986    88.3    595   5       0.71     lmc12233   19.123       19.617       0.47500038    
  lmc12234   715   0.261206   0.18     0.092   0.007   0.005   -0.023   -2.829   0.859    9.7828    7.2103   18.978    0.7623   0.0010661539    1      0.991   0.991    95.4    715   3       0.432    lmc12234   18.969       19.313       0.33499908    
  lmc12238   727   0.3002     0.331    0.162   0.038   0.019   0.002    -3.045   -0.267   9.5165    6.0096   18.897    0.6206   8.536451E-4     1      0.991   0.993    202.4   727   5       0.558    lmc12238   18.886       19.261       0.36400032    
  lmc12240   604   0.345478   0.277    0.128   0.012   0.002   -0.004   2.824    1.092    9.116     7.3881   18.873    0.5899   9.766556E-4     1      0.985   0.989    142.8   604   3       0.482    lmc12240   18.865       ""           ""            
  lmc12242   721   0.341296   0.246    0.117   0.013   0.014   -0.027   -2.955   1.203    9.664     7.5658   19.057    0.7594   0.0010532594    1      0.991   0.99     128.4   721   5       0.534    lmc12242   19.05        19.574       0.5170002     
  lmc12245   733   0.261578   0.169    0.079   0.003   0.004   -0.046   -3.016   0.155    9.6429    6.5771   18.756    0.747    0.0010190996    1      0.986   0.989    92.1    733   3       0.43     lmc12245   18.749       19.143       0.38699913    
  lmc12254   721   0.345452   0.246    0.126   0.013   0.009   -0.003   -3.07    0.61     9.503     6.9025   18.839    0.7411   0.0010278779    1      0.987   0.99     132.6   721   3       0.524    lmc12254   18.832       19.322       0.4829998     
  lmc12256   707   0.357981   0.188    0.088   0.008   0.002   -0.01    -2.407   0.985    10.1785   7.2973   18.723    0.8779   0.0012417256    1      0.989   0.991    90.1    707   3       0.444    lmc12256   18.718       19.145       0.42200089    
  lmc12259   722   0.27282    0.324    0.153   0.041   0.005   -0.006   -2.913   -0.221   9.6655    6.0809   19.277    1.1428   0.0015828254    1      0.989   0.992    133.0   722   5       0.682    lmc12259   19.266       19.637       0.3599987     
  lmc12263   664   0.362525   0.113    0.054   0.006   0.002   -0.011   -2.293   -0.5     10.2959   5.8174   18.621    0.3998   6.021084E-4     1      0.99    0.987    81.0    664   3       0.279    lmc12263   18.62        19.004       0.38299942    
  lmc12272   448   0.316909   0.293    0.147   0.026   0.01    0.009    -2.872   0.212    9.6778    6.4693   18.9      0.4977   0.0011109376    1      0.987   0.989    119.7   448   5       0.574    lmc12272   18.891       19.289       0.38899994    
  lmc12276   729   0.238801   0.299    0.135   0.023   0.005   0.01     -3.134   1.6      9.4128    7.8548   19.161    1.1248   0.0015429355    1      0.991   0.987    124.9   729   5       0.604    lmc12276   19.146       19.51        0.34900093    
  lmc12279   701   0.363538   0.254    0.124   0.006   0.005   -0.047   -0.893   -2.485   5.4838    3.9385   18.807    1.1001   0.0015693296    1      0.991   0.988    102.9   701   3       0.474    lmc12279   18.793       19.251       0.44400024    
